CampaignChannel,CampaignType,AdSpend,ClickThroughRate,EmailOpens,EmailClicks,PreviousPurchases,WebsiteVisits,Conversion
Social Media,Awareness,1803.7174719113916,0.0458219422003452,9,6,6,26,1
Social Media,Consideration,8326.1389410319,0.2541843989222891,13,1,3,2,1
Referral,Retention,6160.182382175849,0.2551799021166267,14,2,8,5,1
Email,Conversion,6086.684520724327,0.0968566585098423,9,3,3,38,1
SEO,Consideration,4845.523136497066,0.0565798601523923,15,2,3,18,1
Email,Consideration,5733.050642582681,0.0303266156780773,2,9,2,40,1
Social Media,Awareness,6057.5199346809295,0.1767431681543599,1,8,0,33,1
Email,Awareness,9681.479724951443,0.0365141491159651,0,7,2,27,1
PPC,Conversion,2307.4357439290347,0.2073725049399739,10,1,9,11,1
PPC,Awareness,2224.167955034545,0.2066566562999024,15,8,4,38,1
Social Media,Consideration,666.4630282826253,0.1880563480681711,11,7,9,9,1
Email,Consideration,6616.1681082122905,0.2642025455402974,4,3,0,46,1
SEO,Retention,5535.517590140393,0.1197014008914482,19,2,1,24,1
Social Media,Consideration,1201.2681180817335,0.2716581789611275,14,3,0,22,1
PPC,Conversion,3708.935457670054,0.0207083569653779,16,1,7,25,1
Social Media,Retention,1868.765732778918,0.0426995264972081,7,7,8,18,1
Email,Awareness,3381.669229968529,0.1295396131303485,18,5,6,37,1
Email,Retention,9517.51527700664,0.1822579754196863,18,9,0,19,1
Email,Consideration,6864.856504917237,0.019388934625416,11,0,3,44,1
Referral,Conversion,174.9340978719053,0.1745559967130365,6,6,7,43,1
Email,Awareness,2599.829930462824,0.099145511780079,5,3,8,17,0
PPC,Awareness,202.5793160700124,0.2672725742654304,1,3,3,47,1
PPC,Consideration,7177.198137809939,0.1646525315839319,2,4,1,10,0
Referral,Conversion,4747.275840349235,0.1804892333830557,8,7,1,24,1
PPC,Consideration,9940.785048962454,0.2842303252233161,10,9,3,42,1
PPC,Consideration,7362.474284124317,0.2316095977298321,17,1,7,0,1
Social Media,Conversion,5227.338132808031,0.137099247182562,15,6,5,31,1
Email,Consideration,8066.583739260538,0.1482950883372456,9,8,9,32,1
Social Media,Conversion,7077.556147217353,0.1978979218822256,15,7,7,6,1
Social Media,Conversion,2513.3841585962728,0.0680577728286487,8,9,1,30,1
PPC,Consideration,5349.556920792414,0.0357087437432955,19,9,2,25,1
SEO,Consideration,5604.387375857302,0.1002585896242293,1,1,9,6,1
Email,Retention,4567.193816217254,0.2357310114015068,17,3,5,35,1
SEO,Awareness,1874.0069662680835,0.0846239016432857,15,0,9,45,0
PPC,Awareness,2311.3536114130816,0.0479201680974167,19,3,0,23,1
Referral,Conversion,2882.36926946402,0.0735165535540554,13,4,5,4,1
Social Media,Retention,201.52597884382104,0.2069021444816548,11,5,5,21,1
PPC,Conversion,9177.744532478142,0.1880449364411204,3,1,0,43,1
PPC,Retention,6892.350316676441,0.2096113492159665,16,4,2,35,1
SEO,Conversion,6927.211426266261,0.1033678555773107,19,4,0,2,1
Referral,Awareness,5766.073076710301,0.2712482768106488,19,3,5,49,1
Social Media,Retention,6924.177000794486,0.1410134036251621,6,7,8,36,1
Referral,Consideration,9820.439243749,0.1589767792588136,3,9,5,37,1
Referral,Consideration,3913.087342581484,0.2851543130406169,14,6,5,45,1
Referral,Awareness,7154.003310077981,0.2939904077040429,13,1,1,5,1
Email,Retention,3659.337143337529,0.2018473905158,19,7,0,24,1
Referral,Consideration,8557.459107593577,0.2839958258469794,0,7,3,22,1
PPC,Consideration,8594.483208211346,0.1670371420387285,8,4,8,11,1
Email,Consideration,9032.4376116925,0.0991120542143637,3,6,0,27,0
Email,Awareness,154.0869099945956,0.1013769282302969,19,3,6,43,1
Referral,Conversion,3052.095305461339,0.1720927710658802,8,4,2,39,1
PPC,Consideration,1425.851076895801,0.1854604749900075,8,2,8,31,1
Social Media,Consideration,4594.463359112552,0.1374889502767272,11,3,1,24,1
Referral,Conversion,5004.951462525049,0.2662937302184347,15,3,1,33,1
Email,Consideration,2633.4500240135894,0.1337418744269296,4,6,6,29,1
Social Media,Retention,7262.120271246197,0.0892928576293236,16,9,7,36,1
Social Media,Consideration,2770.7202001707965,0.0123147447196265,5,9,0,17,0
Email,Conversion,8553.52461530525,0.2914650906657147,8,9,8,34,1
Social Media,Awareness,1858.8277446036896,0.2490508521114538,10,0,6,47,1
PPC,Awareness,3735.629418176308,0.1885122795587454,1,6,2,36,1
PPC,Retention,6260.15380840062,0.2508572536320038,6,4,6,40,1
Referral,Consideration,6092.817197586208,0.2449838767727737,16,7,5,5,1
Referral,Consideration,872.4882088509207,0.2802367262654893,10,7,7,18,1
Social Media,Conversion,8477.960260690388,0.1219596281745087,9,5,7,21,1
Email,Conversion,6020.842840954774,0.1709071502049228,0,2,0,31,1
PPC,Retention,8711.609532200968,0.0386021268788713,18,1,3,26,1
SEO,Retention,8689.592224455899,0.2899414734585022,0,8,1,15,1
Referral,Consideration,5504.595034712807,0.2956868500919249,19,7,7,25,1
PPC,Consideration,9116.736427383235,0.2388344319000485,19,9,7,38,1
Social Media,Retention,8499.237208253215,0.1416950851130176,5,4,2,3,1
PPC,Awareness,9585.417151161531,0.1540043577651637,15,9,3,15,1
PPC,Awareness,8519.934145738123,0.1362564105664785,11,2,0,48,1
Social Media,Awareness,8229.918124911379,0.0950600845914468,10,6,3,18,1
Referral,Awareness,4746.668758701424,0.1630595076091423,17,1,4,27,1
Referral,Retention,2199.1074977414846,0.0254990701551643,6,4,7,16,1
SEO,Conversion,9116.016457447313,0.2976472479617788,13,3,3,44,1
SEO,Awareness,7253.236945816149,0.1329745391976008,12,4,4,1,1
Referral,Retention,2889.3038555653507,0.2789363093707608,19,9,2,1,0
Referral,Awareness,3475.857655280861,0.220038723591401,7,4,2,23,1
Referral,Consideration,6892.177267386483,0.0940834458905408,13,0,4,26,1
Referral,Awareness,4830.391352701342,0.0743952592706346,17,9,1,3,1
PPC,Retention,906.6773622790458,0.2987458757910833,3,7,0,47,1
SEO,Consideration,1500.3346628820043,0.2339166429656703,3,1,4,35,1
Social Media,Consideration,7481.921966771881,0.0824018275033088,8,8,9,19,1
Email,Awareness,3352.8383319701256,0.0295590639714055,1,3,0,11,0
Social Media,Awareness,5125.729341180188,0.2121057981373998,13,7,4,27,1
Email,Consideration,7689.552634709905,0.0978747724752121,11,9,3,28,1
PPC,Conversion,7536.638377689919,0.074185935662038,18,2,9,45,1
SEO,Retention,1753.4487661840114,0.2231318503933074,17,4,7,32,1
Email,Retention,1074.0992575504497,0.2069857835697608,11,0,1,48,1
Referral,Retention,5952.407700354391,0.1496096756804554,0,5,6,17,1
PPC,Retention,7442.165451919272,0.2833702205034082,9,7,7,11,1
Email,Retention,1575.4952277545628,0.2070951261566724,1,3,4,9,0
Referral,Consideration,3782.35734454002,0.2690916725797737,13,0,2,23,1
PPC,Retention,8715.752160079643,0.0652603532814185,19,9,5,46,1
Email,Conversion,9447.80910144718,0.0960273139234577,15,9,0,16,1
Referral,Conversion,4595.290633401874,0.0403108387711811,18,7,2,42,1
SEO,Awareness,887.2077469052468,0.0983281993828902,13,5,8,31,1
PPC,Awareness,2651.194916403536,0.2918157154698503,13,9,9,24,1
Email,Awareness,2406.4022111237764,0.2892283113667672,3,7,4,6,1
Referral,Awareness,2465.740833356464,0.2305120428197873,10,1,5,19,1
SEO,Consideration,4989.428883254575,0.1611039962070576,1,5,8,28,1
Referral,Conversion,5873.933951746554,0.236426141649751,6,1,1,18,1
SEO,Consideration,1312.8449279313595,0.1705112158519788,12,5,6,10,1
Email,Conversion,8904.62446463051,0.0110174663547185,7,5,5,32,1
Referral,Consideration,6237.740850483036,0.1554486514436485,11,9,8,49,1
Referral,Conversion,6012.792129653253,0.1836877993432052,6,6,0,14,1
Social Media,Awareness,9874.062084004412,0.0870670236758712,1,0,3,30,1
PPC,Conversion,6318.625377181941,0.0689551336300818,5,0,2,12,1
Referral,Awareness,9296.695578081732,0.0894046374936388,10,0,0,47,1
SEO,Conversion,2933.9440263619385,0.190852047360181,16,4,3,18,1
PPC,Consideration,2477.2819544303256,0.0523585933313102,14,0,9,5,1
Email,Retention,5213.534999562086,0.2188952073855548,19,2,5,27,1
PPC,Conversion,5135.228581602994,0.1325756980788667,10,0,0,21,1
Social Media,Consideration,2342.188129890579,0.1124708791695443,8,6,8,27,1
Email,Retention,7026.591003309482,0.2440970745873023,16,7,4,15,1
Referral,Consideration,393.3748104432634,0.1567583423365927,19,3,2,49,1
Email,Retention,6937.241678239581,0.1197361627453691,9,8,8,32,1
Email,Awareness,4626.061072620671,0.2646648675125753,3,7,9,49,1
Social Media,Conversion,6921.1743573662825,0.1167929733378479,3,6,0,40,1
SEO,Consideration,4823.098243351038,0.2591100820535774,15,8,1,44,1
Email,Conversion,9775.60445055848,0.1562176225541419,0,9,7,47,1
SEO,Awareness,3413.381015920866,0.070322058261952,6,2,2,25,1
PPC,Awareness,9827.472076323644,0.1877172745522143,1,1,9,22,1
Social Media,Conversion,743.2420305418561,0.0927438226182887,3,9,8,0,1
Referral,Consideration,6869.23167009981,0.0526749883310965,1,4,4,28,1
Email,Consideration,4596.77014717063,0.035093517705356,15,9,8,7,1
SEO,Consideration,8239.162492744032,0.0800922273812581,3,8,0,41,1
Email,Conversion,7917.199090198281,0.2236008461806354,9,1,4,38,1
Social Media,Consideration,8022.08081047178,0.2530197744889653,9,1,3,2,1
Referral,Consideration,1037.9121330949451,0.2598990453347572,2,4,6,12,1
PPC,Retention,8241.420428626818,0.0883429993758836,8,8,0,19,1
PPC,Consideration,2218.9975586932333,0.2016821505541491,6,8,2,42,1
SEO,Awareness,354.2346122044442,0.0768026773753295,18,9,4,4,1
PPC,Consideration,2255.613324875673,0.1906010130507897,7,3,7,44,1
SEO,Conversion,4844.922536528345,0.267291187982092,17,8,7,11,1
Referral,Conversion,7446.902463123178,0.0218591679546035,3,0,2,47,0
Email,Consideration,2264.461560245252,0.2957154436403678,4,8,4,16,1
Social Media,Conversion,1218.7747260936865,0.249855484462949,15,6,8,13,1
Referral,Conversion,6495.075824737029,0.2308820137251725,17,8,1,25,1
Referral,Consideration,9840.590559964174,0.2104952391764194,5,9,6,29,1
PPC,Retention,6048.615990647619,0.2333794277850247,11,4,6,41,1
PPC,Retention,6941.467904821876,0.2984326532517583,19,5,1,44,1
Social Media,Retention,5655.557693089559,0.2333554761626367,4,0,5,31,1
Email,Retention,7845.249597862189,0.1119642275538148,18,1,7,29,1
Referral,Awareness,9760.463760073504,0.1880373373507159,12,0,2,11,1
PPC,Consideration,5486.87937110143,0.1077076746863523,12,0,8,35,1
Referral,Conversion,4226.226066252986,0.2913189785444345,3,6,7,18,1
Email,Conversion,8617.396305485252,0.2710405225194531,10,2,2,43,1
SEO,Consideration,9700.3106032239,0.1746098659642202,5,0,6,24,1
Email,Conversion,1378.8982446087227,0.2365693888031002,8,0,7,32,1
Referral,Awareness,5823.892558191392,0.2738092134618115,19,6,0,41,1
Referral,Retention,7945.353926205375,0.0806440764604021,6,4,2,20,1
Social Media,Consideration,5380.0601110482685,0.1780497385093533,11,0,9,1,1
Referral,Conversion,4151.049985110192,0.149697732583239,9,7,8,36,1
PPC,Awareness,6586.775229240664,0.233761492904453,2,5,6,20,1
Social Media,Conversion,2774.268135682148,0.1199339311868103,6,4,0,25,1
Referral,Awareness,3556.424055089857,0.2156040955153755,9,5,4,31,1
Email,Conversion,9923.538922925312,0.1268679958134039,0,7,9,26,1
Referral,Retention,6401.006810307505,0.0422117107469062,11,8,2,16,1
Email,Consideration,8741.980253279638,0.0410652151664119,0,8,1,3,0
Email,Retention,8096.90827906772,0.0445263341204243,12,2,0,38,0
Referral,Retention,6557.498288500839,0.0194307640203269,6,0,1,14,1
Email,Conversion,8423.217916341855,0.1645622197630639,17,9,0,32,1
SEO,Retention,2942.8691047923526,0.2048517777752831,7,5,5,13,1
Social Media,Consideration,6407.452843241754,0.0467512365294499,5,6,8,25,1
Referral,Awareness,5946.974546287411,0.1874388200642674,14,5,2,46,1
SEO,Awareness,6261.954047854114,0.1833446226947944,17,4,9,1,1
Email,Conversion,1769.4560787530747,0.05265727490509,3,9,9,19,1
Email,Consideration,2844.7060959808773,0.1271839539887663,11,4,0,25,1
Social Media,Consideration,2937.917356046137,0.2289893558335853,7,9,5,1,1
SEO,Awareness,6059.267009470356,0.0148592474100833,4,2,5,47,0
SEO,Awareness,9728.214116353882,0.0526148863305325,1,3,1,1,1
Referral,Retention,9545.268756703266,0.2987902285541759,17,9,3,47,1
Email,Conversion,2349.176574597996,0.2227280201732272,3,2,4,16,1
PPC,Awareness,3117.967906361048,0.1445977809735841,18,8,5,17,1
Referral,Awareness,457.01273356375447,0.1926424095065713,7,2,5,47,1
Referral,Consideration,4048.274339608002,0.2554040814735576,0,4,1,3,1
Referral,Consideration,8363.273804635599,0.2542683298105546,11,5,4,16,1
Social Media,Consideration,9165.942215962788,0.10416341628375,5,7,4,32,1
Social Media,Awareness,2441.315147722642,0.1524745125381149,19,9,9,22,1
Referral,Conversion,2731.365287539508,0.1950359779846066,6,5,1,12,1
PPC,Retention,2286.4131834366613,0.0308501057892351,10,5,6,6,1
SEO,Conversion,3566.025318988329,0.2842810138233181,8,5,9,40,1
SEO,Awareness,8067.118046046392,0.1354951294420881,7,0,1,45,1
Email,Retention,6503.888951856156,0.1175500749047987,16,9,0,0,1
SEO,Conversion,7880.81508685063,0.2730591048204495,10,5,5,39,1
SEO,Awareness,5872.007952719531,0.0443031281384003,15,0,0,41,0
PPC,Conversion,2651.5574727855533,0.0213856312422614,8,1,3,30,1
SEO,Awareness,2357.142384104187,0.2086506995670794,11,7,3,35,1
PPC,Consideration,189.10698805112293,0.1216508607504801,3,7,5,24,1
Social Media,Conversion,7831.723155053318,0.2316979845607306,2,1,4,44,1
PPC,Consideration,8486.500139030706,0.029877937342759,11,2,3,49,1
Social Media,Consideration,7705.997736321321,0.121289571625262,17,5,5,40,1
PPC,Retention,836.5803715120583,0.0782443114933725,3,3,9,39,0
Referral,Retention,7645.994108981673,0.2244858945545132,15,8,4,29,1
Social Media,Conversion,553.0977861876662,0.0758793320239377,6,6,6,37,1
Social Media,Awareness,1145.3713504932723,0.1428041470845629,9,9,4,20,1
SEO,Retention,4460.706192033405,0.2474744898296464,0,8,8,18,1
Social Media,Retention,4813.855388355917,0.2754632552846962,13,6,2,15,1
PPC,Consideration,8179.574502525093,0.2195556801630755,17,5,1,32,1
Referral,Consideration,6827.316231205014,0.1344762393445565,0,3,0,46,1
Referral,Awareness,1617.8697684490412,0.1758759036753926,6,7,4,5,1
SEO,Retention,2338.853153965133,0.2100100846742232,17,5,7,41,1
PPC,Retention,2928.184363760999,0.2637304617064942,16,9,8,36,1
PPC,Awareness,1324.3591108030976,0.2676864555804846,10,4,2,7,1
Email,Retention,2947.684374956384,0.2799811525316206,1,5,6,0,1
Social Media,Conversion,7313.121739843357,0.2451062186831408,7,5,3,12,1
SEO,Conversion,2489.874554062101,0.0525714014230833,4,1,6,25,0
Referral,Awareness,8370.060505897825,0.2268154646820105,3,2,4,15,1
Email,Consideration,4748.218251739558,0.2462317883333331,2,9,5,48,1
PPC,Awareness,3297.0640363194493,0.2645827140261512,10,8,7,38,1
Social Media,Conversion,4182.939235033844,0.2781968994391695,14,7,9,46,1
Referral,Retention,7124.017731875565,0.1576563459203497,6,7,9,45,1
Email,Retention,5216.247762135304,0.19997688158605,2,0,8,27,1
PPC,Consideration,172.05877335307474,0.012770305218921,16,8,7,48,1
Referral,Consideration,9231.006081192245,0.1761072346308058,19,3,5,22,1
Referral,Conversion,753.3604297183319,0.1472275305114425,16,1,4,6,1
PPC,Consideration,9392.351353262418,0.2890687529614918,19,6,3,23,1
PPC,Awareness,378.7129538385413,0.2714956965947908,10,5,1,45,1
SEO,Conversion,7732.695416078739,0.2413051395356818,17,8,7,7,1
Referral,Retention,5393.279611014554,0.0265283135108773,5,1,2,44,1
PPC,Retention,5106.68918798065,0.1265883642621666,13,5,5,0,1
Email,Retention,820.5071751856449,0.2118522444364224,4,7,0,3,1
Social Media,Consideration,2463.5756023453714,0.0186016156336415,14,5,4,42,1
SEO,Conversion,7797.7184389454,0.0783859996083123,1,7,2,40,1
PPC,Consideration,8923.472316232692,0.2673770851342573,18,1,0,18,1
Social Media,Awareness,5338.274942424498,0.047636422516833,14,8,6,21,1
SEO,Conversion,3598.099623989694,0.0248983162582068,8,5,7,35,1
Referral,Consideration,693.4377598356872,0.178369869322554,4,6,9,0,1
Social Media,Retention,6853.567408056771,0.2844747384740562,1,1,8,18,1
SEO,Retention,2856.621445794198,0.2520411745735051,0,9,3,28,1
PPC,Awareness,644.6357784222533,0.2926840263690771,2,7,1,18,0
PPC,Awareness,6691.932118076359,0.2285217145719123,4,8,7,42,1
SEO,Awareness,4908.625955984208,0.1368372344845257,19,2,8,5,0
Referral,Retention,218.42528204706696,0.2845187674810635,15,3,3,24,1
SEO,Consideration,1198.147987152836,0.1337236507514604,5,5,5,38,1
Email,Retention,7022.099099534848,0.1115274387398308,7,2,4,22,1
SEO,Retention,730.3461973513065,0.1399768161525558,2,9,8,0,0
SEO,Retention,8673.034341945604,0.2460524467709146,11,6,3,14,1
PPC,Consideration,3182.130146457333,0.2761311294561775,0,7,6,24,1
Referral,Retention,977.7980573206036,0.1137278118883058,19,4,1,3,1
SEO,Awareness,7621.598043863848,0.1440517623943561,13,4,0,44,1
Social Media,Awareness,5291.829621084935,0.2705149237582711,10,2,0,43,1
PPC,Awareness,3135.7363205550464,0.0236426627133139,19,3,4,0,1
PPC,Awareness,4120.373582525753,0.2373219212930169,6,2,6,39,1
SEO,Retention,311.98271648777626,0.1417231498879583,3,7,4,20,1
Social Media,Retention,6660.715521640347,0.1191903218044046,5,2,3,42,1
SEO,Retention,3721.159520738101,0.1396071746326833,13,1,8,9,1
Social Media,Awareness,7168.971940308484,0.1314202958954581,9,5,1,1,1
PPC,Consideration,6318.894344930217,0.2294193992744637,3,7,1,16,1
Social Media,Conversion,6547.416440506406,0.2791047814508051,12,9,9,12,1
SEO,Conversion,7949.63783894388,0.1525221893795078,7,7,0,26,1
Email,Conversion,6348.464975924885,0.2514927978769282,17,5,4,40,1
Email,Consideration,4245.386699494735,0.2222639153565491,4,5,4,47,1
Social Media,Retention,3960.282861172893,0.1058974278113782,11,5,0,27,1
SEO,Conversion,1283.8628569720724,0.1803210062126988,4,4,5,48,1
Referral,Conversion,7816.489790246794,0.2033765457545514,6,3,4,9,1
Email,Retention,7634.973573370756,0.0168148178482342,18,1,6,48,1
PPC,Conversion,2538.353834146682,0.1248271098550296,13,4,0,9,0
SEO,Retention,8640.550935711632,0.2978650709957625,10,1,2,45,1
SEO,Conversion,5931.13225212722,0.1948043638503271,19,8,9,46,1
Email,Retention,4838.999739706216,0.106930780094615,10,3,8,8,1
Referral,Awareness,273.2133860924091,0.082506971426211,2,0,5,33,0
PPC,Consideration,3889.137740056731,0.0707496646092193,12,9,1,45,1
Referral,Conversion,6442.640605533064,0.1264760085999101,5,0,8,38,1
PPC,Retention,988.5035931149962,0.0660470502762067,15,9,2,3,0
Email,Awareness,4649.716357986727,0.0492039927955231,5,4,2,44,0
SEO,Retention,9935.0159184798,0.115578352483818,5,7,1,3,1
PPC,Conversion,7193.732508369769,0.18602991086728,5,6,4,3,1
SEO,Conversion,5514.021786265884,0.0524557628049772,12,6,2,40,1
Social Media,Conversion,5377.025560896859,0.0228595494202294,7,4,5,10,1
Social Media,Conversion,533.2743143561247,0.0200435172384705,16,8,4,0,1
Email,Conversion,9577.412930338567,0.0875414332064308,1,4,8,44,1
Email,Awareness,9288.958836821928,0.0651383642497274,5,0,9,20,0
Email,Retention,6855.80663568692,0.1663840544841441,5,4,9,24,1
Social Media,Retention,1080.2153318473447,0.1421588542447608,6,2,2,8,1
PPC,Conversion,2157.555577819438,0.1041823181583154,0,2,2,24,1
Referral,Retention,1920.7044051682935,0.2517274219037786,7,4,3,17,1
Email,Awareness,5243.8270025020665,0.1564346279689926,2,0,4,6,1
Referral,Conversion,2157.258357569657,0.0365436977043887,3,7,9,45,1
Referral,Consideration,6988.4255592875625,0.0957716626813716,16,8,7,25,1
Social Media,Awareness,5497.775871096951,0.2922683871970115,2,9,1,48,1
PPC,Conversion,274.8159527222893,0.2933234230198241,1,3,9,17,1
Social Media,Retention,7466.1666466529505,0.0838547743086645,13,0,0,0,0
Email,Awareness,1969.4044928740905,0.058498477350525,5,1,6,8,0
Social Media,Conversion,8266.362684838701,0.1537495624030008,17,6,7,9,1
